,Compound,Date,Negative,Neutral,Positive,Tweets ago,tweet_text,twitter source account
98,-0.3612,Wed Oct 03 20:41:08 +0000 2018,0.128,0.872,0.0,99,A Texas hospital has declared 9-year-old Payton Summons brain-dead. Her family has argued that she still has life.… https://t.co/JTGXWll5Qw,@CNN
97,-0.34,Wed Oct 03 20:46:27 +0000 2018,0.091,0.909,0.0,98,RT @cnnbrk: The Senate passes legislation to combat the opioid epidemic by a vote of 98-1. The bill now heads to the White House for Presid…,@CNN
96,-0.3182,Wed Oct 03 20:46:43 +0000 2018,0.119,0.881,0.0,97,"RT @CNNPolitics: Democratic Sen. Kamala Harris says she is ""embarrassed"" President Trump mocked Brett Kavanaugh's accuser Christine Blasey…",@CNN
95,0.0,Wed Oct 03 20:51:01 +0000 2018,0.0,1.0,0.0,96,Why Susan Collins is in a very unfamiliar place on the Kavanaugh vote | Analysis by @CillizzaCNN… https://t.co/UinXdNmJpk,@CNN
94,-0.2263,Wed Oct 03 21:01:02 +0000 2018,0.146,0.854,0.0,95,A CBS executive has been placed on leave after multiple individuals spoke to CNN accusing the senior vice president… https://t.co/AKqhfweJwE,@CNN
93,0.0,Wed Oct 03 21:09:05 +0000 2018,0.0,1.0,0.0,94,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allo… https://t.co/cb09NieKtB",@CNN
92,0.6133,Wed Oct 03 21:11:05 +0000 2018,0.0,0.8,0.2,93,"""It wasn't until I read -- and reread -- Ford's account that I gained some sort of clarity. I felt in my bones that… https://t.co/JHlsFG8W5R",@CNN
91,0.25,Wed Oct 03 21:14:30 +0000 2018,0.0,0.889,0.111,92,Progressive activists and other left-leaning outside groups are ramping up their efforts to convince a bipartisan b… https://t.co/e4XtGKghr7,@CNN
90,-0.3818,Wed Oct 03 21:16:27 +0000 2018,0.126,0.874,0.0,91,"RT @TheLeadCNN: Donald Trump's hair is ""a living breathing creation,"" argues cartoonist Garry Trudeau, who's been satirizing the President…",@CNN
89,0.0516,Wed Oct 03 21:21:05 +0000 2018,0.106,0.778,0.117,90,"A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical… https://t.co/1ha4f7W7jG",@CNN
88,0.0,Wed Oct 03 21:26:05 +0000 2018,0.0,1.0,0.0,89,"Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake… https://t.co/txFAuoW9bJ",@CNN
87,0.0,Wed Oct 03 21:31:03 +0000 2018,0.0,1.0,0.0,88,"The ""Vice"" trailer features a nearly unrecognizable Christian Bale, an actor famous for his over-the-top transforma… https://t.co/iDF8yEgV3B",@CNN
86,-0.4497,Wed Oct 03 21:41:05 +0000 2018,0.118,0.882,0.0,87,"The mayor can never make right the blight on Tulsa that is its 1921 race massacre, but finding the victims almost a… https://t.co/qdsSKspgZj",@CNN
85,-0.5283,Wed Oct 03 21:51:42 +0000 2018,0.188,0.812,0.0,86,GOP Sen. Lindsey Graham said at an event that he didn't like President Trump's mockery of Christine Blasey Ford at… https://t.co/FtWDFQSSJc,@CNN
84,-0.0516,Wed Oct 03 21:55:18 +0000 2018,0.107,0.794,0.099,85,"RT @CNNSitRoom: ""The reason why President Trump's comments were so disgraceful, is because he was mocking a survivor, and it wasn't just ab…",@CNN
83,0.0,Wed Oct 03 21:59:34 +0000 2018,0.12,0.76,0.12,84,Barnes &amp; Noble stock jumped more than 20% after the board said it would consider a sale of the troubled company… https://t.co/woKsQ5axkK,@CNN
82,0.0,Wed Oct 03 22:01:08 +0000 2018,0.0,1.0,0.0,83,Melania Trump spent her second day in Ghana touring a former slave outpost and learning about some of the country's… https://t.co/ux9MJuEoHq,@CNN
81,0.0,Wed Oct 03 22:17:30 +0000 2018,0.0,1.0,0.0,82,"BREAKING: Five law enforcement officers have been shot in Florence County, South Carolina, sheriff's deputy says. A… https://t.co/3blbXIPQTg",@CNN
80,-0.4767,Wed Oct 03 22:21:03 +0000 2018,0.171,0.829,0.0,81,Trump fine-tunes his campaign attack on the #MeToo movement | Analysis by CNN's Z. Byron Wolf… https://t.co/Xo5aW3ldD5,@CNN
79,0.34,Wed Oct 03 22:31:04 +0000 2018,0.0,0.862,0.138,80,Education Secretary Betsy DeVos' security detail is estimated to cost $1 million more in 2019… https://t.co/E04SMC4WJt,@CNN
78,0.0,Wed Oct 03 22:33:33 +0000 2018,0.0,1.0,0.0,79,Actress Molly Ringwald will be on Full Circle to talk about reevaluating ‘Sixteen Candles’ and her other iconic '80… https://t.co/7JmQ4DFMBn,@CNN
77,-0.1779,Wed Oct 03 22:35:13 +0000 2018,0.123,0.788,0.089,78,A subject believed to be connected to suspicious letters sent to President Donald Trump and top Pentagon officials… https://t.co/xyKuoeSoWs,@CNN
76,0.0,Wed Oct 03 22:40:29 +0000 2018,0.0,1.0,0.0,77,"RT @CNNSitRoom: ""There are witnesses who can corroborate, and possibly substantiate, those kinds of allegations, that still have not been i…",@CNN
75,0.0,Wed Oct 03 22:41:04 +0000 2018,0.0,1.0,0.0,76,"In Trump's family, the apple never really fell | By Edward McCaffery via @CNNOpinion https://t.co/YdbJNF46QA https://t.co/q5Z2zFXIi3",@CNN
74,0.296,Wed Oct 03 22:42:34 +0000 2018,0.0,0.872,0.128,75,Neighbors have been helping a wheelchair-bound woman get into bed every night for 10 years https://t.co/7tWaUUJsge https://t.co/guBDfxwXZa,@CNN
73,-0.2732,Wed Oct 03 22:50:39 +0000 2018,0.116,0.884,0.0,74,The internet industry is suing the state of California over its days-old net neutrality law https://t.co/zDsXRtsQTc https://t.co/FJcB6FVwkB,@CNN
72,0.7269,Wed Oct 03 22:51:06 +0000 2018,0.0,0.697,0.303,73,Science confirms what the heart already knows: Hugs really do make you feel better https://t.co/akuFFSU4pA https://t.co/LoIClaKDou,@CNN
71,0.5574,Wed Oct 03 22:57:36 +0000 2018,0.0,0.825,0.175,72,The allegations made against Supreme Court nominee Brett Kavanaugh have dredged up emotions for many. President Tru… https://t.co/wBiYR45r7C,@CNN
70,0.34,Wed Oct 03 23:00:00 +0000 2018,0.131,0.655,0.214,71,A 'Stop Kavanaugh' vigil is happening outside the Supreme Court. Watch live: https://t.co/cHVi0oaTEG https://t.co/Wu2ODUU7Xt,@CNN
69,0.5106,Wed Oct 03 23:01:07 +0000 2018,0.0,0.858,0.142,70,"Which world leader do people trust most? Here are findings from a new global survey by the Pew Research Center.

An… https://t.co/8rV26zp62q",@CNN
