,Compound,Date,Negative,Neutral,Positive,Tweets ago,tweet_text,twitter source account
172,0.0,Wed Oct 03 10:10:43 +0000 2018,0.0,1.0,0.0,173,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/n5HetcyVdt,@FoxNews
171,-0.0516,Wed Oct 03 10:14:01 +0000 2018,0.15,0.708,0.142,172,Brian Brenberg on Amazon’s pay raises: “There’s no way Amazon would be doing this if the economy wasn’t growing the… https://t.co/77eC1Bl9GD,@FoxNews
170,-0.5267,Wed Oct 03 10:21:00 +0000 2018,0.159,0.841,0.0,171,"Brian Brenberg: “Amazon wants to automate its operations…So they know this is gonna hurt their competitors, if ther… https://t.co/7ji4rgJHJi",@FoxNews
169,0.296,Wed Oct 03 10:35:00 +0000 2018,0.0,0.864,0.136,170,FEMA test of 'presidential alert' to go out Wednesday to 225 million electronic devices https://t.co/VzO9Ea9wbK,@FoxNews
168,0.0,Wed Oct 03 10:43:24 +0000 2018,0.0,1.0,0.0,169,RT @FoxBusiness: These stores are closed on Thanksgiving https://t.co/pcuc7w5FVC,@FoxNews
167,-0.0258,Wed Oct 03 10:44:25 +0000 2018,0.084,0.916,0.0,168,RT @FoxBusiness: Trump touts ‘best economy in our history’ to electrical contractors  https://t.co/yQgePCjYYF,@FoxNews
166,-0.3182,Wed Oct 03 10:44:51 +0000 2018,0.205,0.683,0.112,167,"RT @FoxNewsResearch: US-China Tensions:
—Late Sept—
•US bombers over disputed waters in S China Sea, E China Sea
•US approved $330M Taiwan…",@FoxNews
165,0.2732,Wed Oct 03 10:55:00 +0000 2018,0.0,0.811,0.189,166,.@UN orders U.S. to lift certain Iran sanctions @foxandfriends https://t.co/ojfXeOlAAH,@FoxNews
164,0.0,Wed Oct 03 11:15:00 +0000 2018,0.0,1.0,0.0,165,Gen Terrence Dake on @foxandfriends: “We believe that America is an exceptional nation.” https://t.co/c2pWD4GeOs,@FoxNews
163,0.0,Wed Oct 03 11:25:00 +0000 2018,0.0,1.0,0.0,164,.@FLOTUS tours hospital in Ghana @foxandfriends https://t.co/VRn34izS7i,@FoxNews
162,0.5859,Wed Oct 03 11:45:00 +0000 2018,0.0,0.833,0.167,163,OPINION: @charliekirk11: 10 things Democrats will take away from us if they win control of the House and Senate https://t.co/f6iOPpaB9A,@FoxNews
161,-0.3182,Wed Oct 03 12:00:01 +0000 2018,0.103,0.897,0.0,162,.@seanspicer: “Part of the reason that she lost the campaign is that she doesn’t recognize the 60+ million people t… https://t.co/CqwYpHXWwm,@FoxNews
160,0.7184,Wed Oct 03 12:15:00 +0000 2018,0.0,0.739,0.261,161,.@seanspicer on United States-Mexico-Canada Agreement: “This president said he was going to do it and he did it.”… https://t.co/TKuCqYeXQb,@FoxNews
159,-0.2023,Wed Oct 03 12:30:00 +0000 2018,0.153,0.847,0.0,160,WATCH: GOP Senator Pushes Back When Confronted by Anti-Kavanaugh Protester https://t.co/Y9Ebd6wqAP,@FoxNews
158,-0.743,Wed Oct 03 12:45:01 +0000 2018,0.51,0.49,0.0,159,OPINION: John Stossel: Government fails the seriously mentally ill https://t.co/tIjn7JtUlq,@FoxNews
157,0.4019,Wed Oct 03 12:50:00 +0000 2018,0.0,0.838,0.162,158,Staff Sgt. Ronald Shurer II on @foxandfriends: “It was definitely a very overwhelming day.” https://t.co/zoivKALwH5 https://t.co/Hkw7F7Qejr,@FoxNews
156,0.743,Wed Oct 03 12:58:00 +0000 2018,0.0,0.636,0.364,157,"Staff Sgt. Ronald Shurer II, Medal of Honor recipient, on @foxandfriends https://t.co/zoivKALwH5 https://t.co/pJnZVei6Qa",@FoxNews
155,0.0,Wed Oct 03 13:05:00 +0000 2018,0.0,1.0,0.0,156,NASCAR announces big rule changes for 2019 https://t.co/lIPJQZa0kN,@FoxNews
154,-0.4215,Wed Oct 03 13:14:42 +0000 2018,0.189,0.811,0.0,155,President @realDonaldTrump appears to mock Christine Blasey Ford's testimony during campaign rally… https://t.co/MJnVj7AmrO,@FoxNews
153,0.0,Wed Oct 03 13:15:00 +0000 2018,0.0,1.0,0.0,154,"Dunkin’, Harpoon Brewery unveil new coffee beer https://t.co/QPaF58CqXF",@FoxNews
152,0.0,Wed Oct 03 13:25:00 +0000 2018,0.0,1.0,0.0,153,Honda teaming up with GM on autonomous cars https://t.co/x9WnmrpYXK,@FoxNews
151,-0.4588,Wed Oct 03 13:36:59 +0000 2018,0.25,0.667,0.083,152,Critical swing vote senators feeling pressure as @senatemajldr says vote will happen this week https://t.co/idEKMIKPDa,@FoxNews
150,-0.4215,Wed Oct 03 13:44:40 +0000 2018,0.177,0.823,0.0,151,.@JonathanTurley reacts to @POTUS appearing to mock Dr. Ford at rally on Tuesday https://t.co/lAQtxTL4ad,@FoxNews
149,0.2732,Wed Oct 03 13:57:26 +0000 2018,0.0,0.884,0.116,150,.@GOPChairwoman Ronna McDaniel: “Democrats have been talking about their energy throughout this past two years – it… https://t.co/azbf4bd185,@FoxNews
148,0.2732,Wed Oct 03 13:58:38 +0000 2018,0.09,0.679,0.231,149,.@GOPChairwoman Ronna McDaniel: “[Republicans] are going on offense and defense and we want to make sure we’re prot… https://t.co/cFOxSwcJIq,@FoxNews
147,0.5574,Wed Oct 03 14:02:04 +0000 2018,0.0,0.795,0.205,148,"JUST IN: Former Navy sailor mailed packages that tested positive for ricin, officials say https://t.co/aiAsTpuNiT",@FoxNews
146,-0.6908,Wed Oct 03 14:08:05 +0000 2018,0.266,0.734,0.0,147,Chicago Police Officer Jason Van Dyke testifies in Laquan McDonald murder trial https://t.co/joQ83W1EbN https://t.co/7Mvao7JeGZ,@FoxNews
145,-0.7351,Wed Oct 03 14:12:43 +0000 2018,0.313,0.611,0.076,146,.@senatemajldr on people protesting GOP Senate members: “There is no chance in the world they’re going to scare us… https://t.co/enA9aaLLp6,@FoxNews
144,0.4215,Wed Oct 03 14:17:32 +0000 2018,0.0,0.823,0.177,145,"On @foxandfriends, @seanspicer reacted to President @realDonaldTrump replacing NAFTA with the United States-Mexico-… https://t.co/7Ayo7lbrEM",@FoxNews
143,-0.1779,Wed Oct 03 14:22:54 +0000 2018,0.219,0.498,0.284,144,".@senatemajldr: ""No matter what accommodations were made, no matter what agreements were reached, Senate Democrats… https://t.co/pqwB5B0DiL",@FoxNews
142,0.7351,Wed Oct 03 14:33:43 +0000 2018,0.0,0.693,0.307,143,".@RepSwalwell on Kavanaugh vote: “The Supreme Court should…have credible judges of integrity, that’s more important… https://t.co/vyumkfIIQF",@FoxNews
141,0.1695,Wed Oct 03 14:37:54 +0000 2018,0.0,0.906,0.094,142,.@FLOTUS Melania Trump visits former slave facility on Africa trip: 'I will never forget the stories'… https://t.co/BKK9bLINtC,@FoxNews
140,-0.296,Wed Oct 03 14:40:33 +0000 2018,0.136,0.864,0.0,141,.@FLOTUS tours historic sites in Ghana on first stop of solo international tour https://t.co/M4tMZYy2xo https://t.co/ALnysRUUgj,@FoxNews
139,0.0,Wed Oct 03 14:48:44 +0000 2018,0.0,1.0,0.0,140,"Meghan, Duchess of Sussex received a bunch of flowers from well-wishers during a visit to the Pavilion Building in… https://t.co/7VOWvs8Q4c",@FoxNews
138,0.6031,Wed Oct 03 14:52:07 +0000 2018,0.0,0.794,0.206,139,.@KellyannePolls: “We have to make sure that we’re not blaming an entire gender for what individual men have done a… https://t.co/5zPdwABrcN,@FoxNews
137,0.0,Wed Oct 03 15:00:13 +0000 2018,0.0,1.0,0.0,138,.@SecPompeo delivers remarks at the @StateDept.  https://t.co/rp6SqHaIxK,@FoxNews
136,0.4215,Wed Oct 03 15:12:03 +0000 2018,0.0,0.872,0.128,137,.@SecPompeo: “I’m announcing that the United States is terminating the 1955 Treaty of Amity with Iran. This is a de… https://t.co/jqQKEJbJw4,@FoxNews
135,-0.296,Wed Oct 03 15:12:25 +0000 2018,0.104,0.896,0.0,136,.@SenJohnKennedy: “You either believe that there is no due process left in America or you don’t. I happen to believ… https://t.co/SMEehxfIQo,@FoxNews
134,0.4588,Wed Oct 03 15:15:39 +0000 2018,0.094,0.684,0.222,135,".@SenJohnKennedy: ""Both the accuser and the accused are entitled to respect and fairness and due process, and they'… https://t.co/FeRfDhSzMi",@FoxNews
133,0.0,Wed Oct 03 15:31:56 +0000 2018,0.0,1.0,0.0,134,.@cvpayne discusses @federalreserve Chair Jerome Powell’s comments that the U.S. economy appears to be in a 'remark… https://t.co/qKWkPWmdmB,@FoxNews
132,-0.0516,Wed Oct 03 15:44:23 +0000 2018,0.273,0.462,0.265,133,Green Beret Medic Who Received Medal of Honor From Trump Says He's Battling Cancer https://t.co/4noSlnkdR8,@FoxNews
131,-0.34,Wed Oct 03 15:45:15 +0000 2018,0.138,0.862,0.0,132,".@JohnCornyn: ""Unfortunately this confirmation process has turned into something very different from what we'd ordi… https://t.co/zMJ2u8KUUM",@FoxNews
130,0.0,Wed Oct 03 15:48:38 +0000 2018,0.0,1.0,0.0,131,"Trump reaped millions in shady tax schemes from father's business, report says; NY Tax Department 'reviewing' alleg… https://t.co/QQKGA56q5E",@FoxNews
129,0.0,Wed Oct 03 15:51:15 +0000 2018,0.0,1.0,0.0,130,Comey subpoena considered by Republicans on Capitol Hill https://t.co/ayrUyWRFJ2 https://t.co/C4RSfm29Kb,@FoxNews
128,0.4019,Wed Oct 03 15:55:03 +0000 2018,0.081,0.766,0.153,129,"Packages sent to Pentagon that tested positive for ricin are suspected to have been mailed by a former Navy sailor,… https://t.co/gbAZrBoXf5",@FoxNews
127,0.0,Wed Oct 03 16:03:29 +0000 2018,0.0,1.0,0.0,128,Photo of the Day: Morning ground fog floats over a forest in Hungary. https://t.co/TW3FgXiROQ,@FoxNews
126,0.0,Wed Oct 03 16:12:01 +0000 2018,0.0,1.0,0.0,127,Republican senator asks McCaskill campaign to remove him from ad https://t.co/2BMrSWeq9i,@FoxNews
125,0.0,Wed Oct 03 16:18:32 +0000 2018,0.0,1.0,0.0,126,Yellowstone geyser eruption reveals decades of trash buildup https://t.co/aEtombExPG,@FoxNews
124,-0.0516,Wed Oct 03 16:30:30 +0000 2018,0.273,0.462,0.265,125,Green Beret Medic Who Received Medal of Honor From Trump Says He's Battling Cancer https://t.co/vY4LQUf7f0,@FoxNews
123,0.0,Wed Oct 03 16:35:40 +0000 2018,0.0,1.0,0.0,124,Police officers in Texas were led on a chase that's far from what they're used to — a raccoon in their headquarters… https://t.co/CHewU4EIy5,@FoxNews
122,0.5574,Wed Oct 03 16:40:23 +0000 2018,0.0,0.825,0.175,123,.@SenatorCollins is escorted by U.S. Capitol Police past waiting reporters trying to ask about Supreme Court nomine… https://t.co/LkmJlZmgaF,@FoxNews
121,-0.5423,Wed Oct 03 16:51:53 +0000 2018,0.171,0.829,0.0,122,"In remarks on the Senate Floor Wednesday, @@senatemajldr Mitch McConnell spoke about the harassment himself and fel… https://t.co/I9ZrV3nLBt",@FoxNews
120,0.0,Wed Oct 03 16:54:35 +0000 2018,0.0,1.0,0.0,121,"Casey Anthony ‘open’ to having more children, ‘doesn’t care’ what people think, report says https://t.co/ckRzvhpDwB",@FoxNews
119,-0.4404,Wed Oct 03 17:05:00 +0000 2018,0.262,0.738,0.0,120,GOP lawmakers demand 'immediate' ethics probe into leak of Ford's Kavanaugh letter https://t.co/tHl5EMCoSp,@FoxNews
118,-0.296,Wed Oct 03 17:08:39 +0000 2018,0.104,0.896,0.0,119,"RT @FoxBusiness: Speaking to @MariaBartiromo, @GOPChairwoman Ronna McDaniel said Democrats will aim to ""stop Donald Trump"" if they take con…",@FoxNews
117,0.0,Wed Oct 03 17:08:48 +0000 2018,0.0,1.0,0.0,118,RT @FoxBusiness: Stocks continue their record run  https://t.co/LpHFiXUBg5,@FoxNews
116,0.0,Wed Oct 03 17:13:23 +0000 2018,0.0,1.0,0.0,117,.@PressSec Sarah Sanders holds a @WhiteHouse press briefing  https://t.co/8OEMFROGuf,@FoxNews
115,0.875,Wed Oct 03 17:15:09 +0000 2018,0.0,0.607,0.393,116,.@SBALinda: “I would like to thank the president for his generosity and for his support of the Small Business Admin… https://t.co/238ARHgodi,@FoxNews
114,0.4215,Wed Oct 03 17:20:54 +0000 2018,0.0,0.859,0.141,115,.@AmbJohnBolton: “The president has decided that the United States will withdraw from the optional protocol and dis… https://t.co/OyOuxDUwzh,@FoxNews
113,0.0,Wed Oct 03 17:32:39 +0000 2018,0.0,1.0,0.0,114,".@PressSec: “They’re not opposed to Judge Kavanaugh’s judicial views, they’re literally trying to undercut the voic… https://t.co/FLGKKIHb9S",@FoxNews
112,0.5413,Wed Oct 03 17:34:10 +0000 2018,0.0,0.667,0.333,113,.@PressSec: “The president’s very confident his nominee.” https://t.co/BumkESYftU,@FoxNews
111,0.1154,Wed Oct 03 17:39:14 +0000 2018,0.0,0.932,0.068,112,".@PressSec: “The testimony by Dr. Ford was compelling, but you can’t make this decision based on emotion, it has to… https://t.co/TBN2qCHaDI",@FoxNews
110,0.0,Wed Oct 03 17:47:04 +0000 2018,0.0,1.0,0.0,111,".@PressSec: “Everybody deserves to be heard, but that includes Judge Kavanaugh.” https://t.co/gfxyjGDx5k",@FoxNews
109,-0.3412,Wed Oct 03 17:49:29 +0000 2018,0.124,0.876,0.0,110,Indiana woman says she 'never gave up hope' that Trump would get American flag quilt (via: @travfed) https://t.co/KeQnfY2EU2,@FoxNews
108,0.0,Wed Oct 03 18:01:16 +0000 2018,0.0,1.0,0.0,109,'Rambo' star Sylvester Stallone reveals the fifth film's new look https://t.co/XixHQPwlCE,@FoxNews
107,0.7506,Wed Oct 03 18:11:02 +0000 2018,0.0,0.652,0.348,108,"Virginia man runs with American flag in hand to honor son, others deployed https://t.co/VRCBlNU8wP",@FoxNews
106,0.4019,Wed Oct 03 18:11:07 +0000 2018,0.0,0.891,0.109,107,"RT @ShepNewsTeam: Former FBI Special Agent Stuart Kaplan joins me live on @FoxNews Update after the show, with more on the Kavanaugh invest…",@FoxNews
105,0.0,Wed Oct 03 18:16:33 +0000 2018,0.0,1.0,0.0,106,".@SenJohnThune: “The point he was making is correct and that is that there are factual inconsistencies, factual ina… https://t.co/v3VTLY5sez",@FoxNews
104,0.4939,Wed Oct 03 18:29:36 +0000 2018,0.0,0.775,0.225,105,Former Secretary of State @JohnKerry speaks at the Atlantic's 2018 Festival.  https://t.co/SFUx74Mg7o,@FoxNews
103,0.3612,Wed Oct 03 18:34:29 +0000 2018,0.0,0.783,0.217,104,Las Vegas massacre survivor leaves hospital year after shooting https://t.co/oBEvY3nCqV,@FoxNews
102,0.4767,Wed Oct 03 18:47:22 +0000 2018,0.0,0.78,0.22,103,Hospital staff line up in show of respect to organ donor https://t.co/BFYfVe2J2a,@FoxNews
101,0.0,Wed Oct 03 18:59:15 +0000 2018,0.0,1.0,0.0,102,RT @FoxBusiness: Trump pulled golf out of the 'doldrums': Greg Norman https://t.co/iapI7u3mH9,@FoxNews
100,0.0,Wed Oct 03 19:07:36 +0000 2018,0.0,1.0,0.0,101,"Senator @JohnKennedy discussed ""due process"" in America amid the FBI's probe of the allegations leveled against Sup… https://t.co/eXmMrn8ef8",@FoxNews
99,-0.5423,Wed Oct 03 19:17:04 +0000 2018,0.243,0.757,0.0,100,"Critics say @POTUS mocked Kavanaugh accuser's testimony, @WhiteHouse says he was just stating the facts… https://t.co/ZHqSovrxVv",@FoxNews
98,-0.6486,Wed Oct 03 19:19:04 +0000 2018,0.441,0.559,0.0,99,"Capitol Hill tensions flare over Kavanaugh, as protesters confront lawmakers https://t.co/0450PUpD3T",@FoxNews
97,0.4404,Wed Oct 03 19:22:21 +0000 2018,0.0,0.734,0.266,98,Lawmakers to lock @FBI Kavanaugh report in safe https://t.co/o3GWpDbEj9,@FoxNews
96,0.4019,Wed Oct 03 19:27:15 +0000 2018,0.0,0.803,0.197,97,Former @FBI special agent Stuart Kaplan discusses the Kavanaugh investigation @ShepNewsTeam https://t.co/oD9y3cqJsU,@FoxNews
95,0.0,Wed Oct 03 19:31:18 +0000 2018,0.0,1.0,0.0,96,Dog or mountain lion? Mystery creature that crashed reporter's live shot ID'd after heated debate https://t.co/E6Y81x7KTZ,@FoxNews
94,0.743,Wed Oct 03 19:34:35 +0000 2018,0.0,0.69,0.31,95,.@FLOTUS Melania Trump’s Africa trip could provide the best kind of US outreach (via @FoxNewsOpinion) https://t.co/9hr8LIDvb2,@FoxNews
93,0.4404,Wed Oct 03 19:46:03 +0000 2018,0.0,0.868,0.132,94,"""Fred Trump, starting when Donald Trump was 3 years old and moving forward, had been endlessly creative in coming u… https://t.co/3nZZv9d1O3",@FoxNews
92,-0.4019,Wed Oct 03 19:48:52 +0000 2018,0.184,0.816,0.0,93,".@WhiteHouse defends Trump’s mocking of Kavanaugh accuser, says he was 'stating facts' https://t.co/TMKlTgCTjt",@FoxNews
91,0.0,Wed Oct 03 19:51:30 +0000 2018,0.0,1.0,0.0,92,.@Comey subpoena considered by Republicans on Capitol Hill https://t.co/txJu54FYRH https://t.co/5xhrmNZVm4,@FoxNews
90,0.0,Wed Oct 03 19:56:26 +0000 2018,0.0,1.0,0.0,91,Senator @lisamurkowski reacts to the Kavanaugh investigation https://t.co/OcSAsSAZ27,@FoxNews
89,0.0,Wed Oct 03 20:01:02 +0000 2018,0.0,1.0,0.0,90,"""I'm just looking for some clarity.""

@Sen_JoeManchin reacts to the FBI's probe of the allegations leveled against… https://t.co/UsuHP1ueZB",@FoxNews
88,0.0,Wed Oct 03 20:03:25 +0000 2018,0.0,1.0,0.0,89,.@FLOTUS Melania Trump visits former slave facility in Ghana https://t.co/4nVdbJFCvT https://t.co/P9sEkqN2vb,@FoxNews
87,0.0,Wed Oct 03 20:03:56 +0000 2018,0.0,1.0,0.0,88,.@ShepNewsTeam is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/8yrkCS2I8N https://t.co/X6ybEktCt2,@FoxNews
86,-0.765,Wed Oct 03 20:04:19 +0000 2018,0.337,0.663,0.0,87,"Afridi mistreated and in failing health, family says, after rare prison visit (via @holliesmckay)… https://t.co/SX7mKc1ddQ",@FoxNews
85,0.4404,Wed Oct 03 20:11:34 +0000 2018,0.0,0.838,0.162,86,"FBI report expected imminently, one copy to be placed in Senate Judiciary Committee safe https://t.co/zqrYk4dEEp https://t.co/DLhCfcMclb",@FoxNews
84,-0.6124,Wed Oct 03 20:17:32 +0000 2018,0.385,0.615,0.0,85,"Philadelphia shooting outside dollar store leaves 5 injured, 1 critical: report https://t.co/bgytYze02a",@FoxNews
83,0.0,Wed Oct 03 20:20:17 +0000 2018,0.0,1.0,0.0,84,".@SenatorWicker on Kavanaugh FBI report: ""What I was told is that we expect the report today. That there will be an… https://t.co/ObHISvKY7K",@FoxNews
82,0.7506,Wed Oct 03 20:22:00 +0000 2018,0.0,0.758,0.242,83,"With an American flag in hand, Wayne Parfitt takes to the streets once or twice a week to honor his 22-year-old son… https://t.co/2jk9MAHXxU",@FoxNews
81,0.0,Wed Oct 03 20:22:27 +0000 2018,0.0,1.0,0.0,82,RT @FoxBusiness: #BreakingNews: The Dow Jones Industrial Average closed at a record high for the second day in a row. It marks the 15th rec…,@FoxNews
80,0.0,Wed Oct 03 20:55:59 +0000 2018,0.0,1.0,0.0,81,"Trump reaped millions in shady tax schemes from father's business, report says; NY Tax Department 'reviewing' alleg… https://t.co/YoEXz3Rpoc",@FoxNews
79,0.0772,Wed Oct 03 21:04:40 +0000 2018,0.0,0.909,0.091,80,Illinois congressmen want Pritzker under federal investigation over 'improper' tax breaks he received. https://t.co/wUHY6TQDlK,@FoxNews
78,0.0,Wed Oct 03 21:09:58 +0000 2018,0.0,1.0,0.0,79,"Oklahoma principal used ‘unreasonable force’ when paddling students, affidavit alleges. https://t.co/gCuomnXAQm",@FoxNews
77,0.0,Wed Oct 03 21:24:10 +0000 2018,0.0,1.0,0.0,78,Mayor de Blasio says New York is 'looking to recoup' any unpaid taxes from Trump on heels of NYT report. https://t.co/waUBfwZT8h,@FoxNews
76,-0.34,Wed Oct 03 21:29:52 +0000 2018,0.138,0.862,0.0,77,".@JesseBWatters: ""Senate investigators are looking for the facts. Unfortunately for Democrats, they don't have any… https://t.co/KqkfYNK1RR",@FoxNews
75,0.0,Wed Oct 03 21:44:21 +0000 2018,0.0,1.0,0.0,76,"Georgia mom snuck alcohol into movie theater via son's sippy cup, according to a report. https://t.co/c4GjuglvKm",@FoxNews
74,-0.5267,Wed Oct 03 21:54:06 +0000 2018,0.274,0.726,0.0,75,Connie Chung claims she was sexually assaulted during college. https://t.co/2kw3L0HfjP,@FoxNews
73,0.4939,Wed Oct 03 22:02:05 +0000 2018,0.0,0.682,0.318,74,Fox News Poll: Republicans make gains in top Senate races https://t.co/H0mbk87h3U,@FoxNews
72,0.0,Wed Oct 03 22:07:11 +0000 2018,0.0,1.0,0.0,73,"South Carolina shooting injures 3 deputies, 2 officers, report says https://t.co/D1ozKHYx5N",@FoxNews
71,0.0258,Wed Oct 03 22:12:13 +0000 2018,0.101,0.793,0.106,72,".@MikeEmanuelFox: ""Security is tight and tension is rising as the Senate prepares to start the clock on Judge Brett… https://t.co/fTtwdogQHi",@FoxNews
70,0.0,Wed Oct 03 22:18:28 +0000 2018,0.0,1.0,0.0,71,"DEVELOPING: South Carolina shooting injures 3 deputies, 2 officers, reports say. https://t.co/luZHpKa9sg https://t.co/7CHOCIYlmR",@FoxNews
69,0.0,Wed Oct 03 22:22:00 +0000 2018,0.0,1.0,0.0,70,".@SecPompeo pulls out of treaty with Iran, in response to UN court ruling; @RichEdsonDC reports. #SpecialReport… https://t.co/G2B1uC6nCd",@FoxNews
68,-0.3818,Wed Oct 03 22:29:51 +0000 2018,0.231,0.769,0.0,69,.@GOPChairwoman: Midterm elections are no time to stay home. Complacency will be costly https://t.co/YmabsRfFSm,@FoxNews
67,0.0,Wed Oct 03 22:37:23 +0000 2018,0.0,1.0,0.0,68,"More than 1 in 3 American adults eat fast food on a given day, CDC survey finds https://t.co/2AuRqTmd58",@FoxNews
